Front	Back	SourceURL	Published	PostTitle
"All of the following nerves are related to the mandible EXCEPT:
A. Lingual nerve
B. Auriculotemporal nerve
C. Chorda tympani
D. Mental nerve"	"Answer: C

This is an exception-style question. Chorda tympani is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Protrusion of tongue is brought out by (MAN - 02)
A. Genioglossus
B. Intrinsic muscles of tongue
C. Styloglossus
D. Palatoglossus"	"Answer: A

This stems from tongue anatomy. Genioglossus is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Hypoglossal nerve supplies to all the following muscles EXCEPT (MAN - 99, AP-06)
A. Palatoglossus
B. Genioglossus
C. Hyoglossus
D. Styloglossus"	"Answer: A

This is an exception-style question. Palatoglossus is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The lymphatic drainage from the tip of tongue first passes to: (MAR-98)
A. Submental nodes
B. Supra clavicular nodes
C. Sub mandibular nodes
D. Superior deep cervical nodes"	"Answer: A

The stem asks for the most appropriate or primary option. Submental nodes best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"When a patient protrudes his tongue, it deviated to the right. Which of the following nerves is damaged? (MAN-99)
A. Left hypoglossal
B. Glossopharyngeal
C. Right hypoglossal
D. Facial nerve"	"Answer: C

This tests neural supply. Right hypoglossal is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Impulses generated in the taste buds of the tongue reach the cerebral cortex vie the: (KAR-97)
A. Thalamus
B. Internal Capsule
C. Cervical spinal nerve
D. Trigeminal nerve"	"Answer: A

This stems from tongue anatomy. Thalamus is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"In which of the following papillae of the tongue are the taste buds predominantly located?(AIIMS - 93)
A. Circumvallate
B. Filiform
C. Foliate
D. Fungi form"	"Answer: A

This stems from tongue anatomy. Circumvallate is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Circumvallate papillae are present: (AIPG-2000)
A. Behind sulcus terminalis
B. Front of sulcus terminalis
C. Anterior 2/3 of tongue
D. Lateral border of tongue"	"Answer: B

This stems from tongue anatomy. Front of sulcus terminalis is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"All are structures lying deep to the hyoglossus muscle except:(AIIMS - 98)
A. Hypoglossal nerve
B. Lingual artery
C. Stylohyoid muscle
D. Geniohyoid muscle"	"Answer: A

This is an exception-style question. Hypoglossal nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The papillae present on margins of the tongue: (AIPG - 98)
A. Fungiform papillae
B. Filiform papillae
C. Vallate papillae
D. Foliate papillae"	"Answer: A

This stems from tongue anatomy. Fungiform papillae is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Anterior 2/3rd of tongue arises from: (AIIMS - 90)
A. Hypobranchial eminence
B. Two lingual swellings
C. Tuberculum impar
D. Two lingual Swelling & Tuberculum impar"	"Answer: D

This stems from tongue anatomy. Two lingual Swelling & Tuberculum impar is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Deep surface of hyoglossus is related to: (C0MEDK-06)
A. Hypoglossal nerve
B. Glossopharyngeal nerve
C. Lingual nerve
D. Submandibular Ganglion"	"Answer: B

Glossopharyngeal nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Which of the following muscle of tongue runs from dorsum of tongue to ventral
A. Verticalis
B. Transverse
C. Inferior longitudinal
D. Superior longitudinal"	"Answer: A

This tests muscular anatomy or action. Verticalis is the muscle or group that performs the action or attachment in the stem. The remaining options do not match the specified function."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The extrinsic muscles that aid in depressing the tongue are the: (KAR -97)
A. Styloglossi and palatoglossi
B. Genioglossi and palatoglossi
C. Hyoglossi and styloglossi
D. Genioglossi and hyoglossi"	"Answer: D

This tests muscular anatomy or action. Genioglossi and hyoglossi is the muscle or group that performs the action or attachment in the stem. The remaining options do not match the specified function."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Structures related to the medial surface of the hyoglossus muscle include the following EXCEPT: (COMEDK-08)
A. Hypoglossal nerve
B. Glossopharyngeal nerve
C. Stylohyoid ligament
D. Lingual artery"	"Answer: A

This is an exception-style question. Hypoglossal nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The mucosa of the posterior third of the tongue is supplied by: (KCET-2009)
A. Trigeminal nerve
B. Facial nerve
C. Mandibular nerve
D. Glossopharyngeal nerve"	"Answer: D

This stems from tongue anatomy. Glossopharyngeal nerve is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The muscles of the tongue are supplied by: (AIPG -99, AIIMS -94)
A. Chorda tympani
B. Hypoglossal
C. Lingual nerve
D. Glossopharyngeal nerve"	"Answer: B

This tests muscular anatomy or action. Hypoglossal is the muscle or group that performs the action or attachment in the stem. The remaining options do not match the specified function."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Main arterial supply to the tongue is: (AIPG -96)
A. Lingual artery
B. Facial Artery
C. Ascending palatine artery
D. Ascending pharyngeal artery"	"Answer: A

The stem asks for the most appropriate or primary option. Lingual artery best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Tongue develops from which branchial arches: (AIPG -93)
A. I, II, III
B. I, II, III, IV
C. I,II, IV
D. I, III, IV"	"Answer: D

This stems from tongue anatomy. I, III, IV is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Sensory nerve fibres to posterior one third of the tongue is supplied by: (AIIMS -92)
A. XII cranial nerve
B. X cranial nerve
C. VII cranial nerve
D. IX cranial nerve"	"Answer: D

This tests neural supply. IX cranial nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Palsy of the right genioglossus causes:
A. Deviation of soft palate to left
B. Deviation of tongue to left
C. Deviation of tongue to right
D. Deviation of soft palate to right"	"Answer: C

Deviation of tongue to right best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Safety muscle of tongue is: (KAR -13)
A. Palatoglossus
B. Styloglossus
C. Genioglossus
D. Hyoglossus"	"Answer: C

This tests muscular anatomy or action. Genioglossus is the muscle or group that performs the action or attachment in the stem. The remaining options do not match the specified function."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The Tongue: (PGI-06)
A. Separated from the epiglottis by glossoepiglottic folds
B. Contains 6-10 circumvallate papilla located posterior to sulcus terminals
C. Embryologically derives from 1st branchial arch only
D. Contains foramen caecum which is present on the dorsum of frenulum"	"Answer: A

This stems from tongue anatomy. Separated from the epiglottis by glossoepiglottic folds is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Taste receptors: (GCET-14)
A. Are a type of chemoreceptor
B. All of them
C. Are innervated by afferent fibres of V, VII & IX
D. Primary taste sensations are spatially separated on the surface of the tongue"	"Answer: A

This stems from tongue anatomy. Are a type of chemoreceptor is the structure that matches the feature described. The other options relate to different regions or functions of the tongue."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Taste sensation is carried by all except: (AIIMS MAY-13)
A. Glossopharyngeal nerve
B. Facial nerve
C. Vagus nerve
D. Trigeminal nerve"	"Answer: D

This is an exception-style question. Trigeminal nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The action of styloglossus muscle is: (AIPG-2010)
A. Elevation of tongue
B. Posteriorly retracts the tongue
C. Protrusion of tongue
D. Depression of tongue"	"Answer: B

This tests muscular anatomy or action. Posteriorly retracts the tongue is the muscle or group that performs the action or attachment in the stem. The remaining options do not match the specified function."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Lymph from tongue not drained by following vessels: (AIIMS NOV-13)
A. Posterior
B. Central
C. Marginal
D. Ventral"	"Answer: D

This is an exception-style question. Ventral is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"Tongue movement has its primary effect on: (AIIMS-07)
A. Cheeks
B. Facial musculature
C. Palatoglossus arch
D. Lips"	"Answer: C

The stem asks for the most appropriate or primary option. Palatoglossus arch best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2019/06/mcqs-on-tongue-anatomy-mcqs.html	2019-06-01	MCQs on Tongue - Anatomy MCQs
"The number of branches of the internal carotid artery in the neck is :
A. One
B. Two
C. Four
D. None"	"Answer: D

This question concerns vascular anatomy. None is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Lymph from the teeth drains into all of the following nodes except :
A. Sub mandibular nodes
B. Deep cervical nodes
C. Retropharyngeal nodes
D. Sub mental nodes"	"Answer: C

This is an exception-style question. Retropharyngeal nodes is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Facial artery does not supply the :
A. Tonsils
B. Submandibular gland
C. External auditory meatus
D. Lower part of the nasal septum"	"Answer: C

This is an exception-style question. External auditory meatus is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"The external jugular vein :
A. Lies deep to the Sternocleidomastoid muscle
B. It drains into internal jugular vein
C. It is formed by the union of the posterior auricular vein and posterior division of the retromandibular vein
D. It pierces pre-tracheal layer of cervical fascia before termination"	"Answer: C

This question concerns vascular anatomy. It is formed by the union of the posterior auricular vein and posterior division of the retromandibular vein is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Danger area of face is called so because of connection of facial veins to cavernous sinus through :
A. Transverse facial vein
B. Superior ophthalmic vein
C. Maxillary vein
D. Ethmoidal vein"	"Answer: B

This question concerns vascular anatomy. Superior ophthalmic vein is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Origin of maxillary artery :
A. Angle of mandible
B. Neck of condyle
C. Body of mandible
D. Coronoid process"	"Answer: B

This question concerns vascular anatomy. Neck of condyle is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Facial artery arises at the level of :
A. Below hyoid bone
B. Above hyoid bone
C. Hyoid bone
D. Above styloid process"	"Answer: B

This question concerns vascular anatomy. Above hyoid bone is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"The ascending palatine artery is a branch of :
A. Ascending pharyngeal artery
B. First part of the facial artery
C. Pterygopalatine part of the maxillary artery
D. Sphenopalatine artery"	"Answer: B

This question concerns vascular anatomy. First part of the facial artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Which of the following is not a branch of the external carotid artery ?
A. Ophthalmic artery
B. Pharyngeal artery
C. Maxillary artery
D. Lingual artery"	"Answer: A

This is an exception-style question. Ophthalmic artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Internal jugular vein is a continuation of :
A. Common facial vein
B. External jugular vein
C. Sigmoid sinus
D. Superior petrosal sinus"	"Answer: C

This question concerns vascular anatomy. Sigmoid sinus is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"The retromandibular vein is formed by :
A. Superficial temporal and maxillary veins
B. Superficial temporal and internal jugular vein
C. Superficial temporal and supratrochlear
D. Maxillary and posterior auricular"	"Answer: A

This question concerns vascular anatomy. Superficial temporal and maxillary veins is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"The main arterial supply of the face is :
A. Superficial temporal
B. Maxillary
C. Facial
D. Internal carotid artery"	"Answer: C

The stem asks for the most appropriate or primary option. Facial best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Transverse facial artery is a branch of :
A. Superficial temporal
B. Maxillary
C. Facial
D. Internal carotid artery"	"Answer: A

This question concerns vascular anatomy. Superficial temporal is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Largest vein of face is :
A. Facial vein
B. Retromandibular vein
C. Posterior auricular
D. Supratrochlear"	"Answer: A

The stem asks for the most appropriate or primary option. Facial vein best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Carotid sheath contains all except :
A. Vagus nerve
B. Internal carotid artery
C. Common caroid artery
D. External carotid artery
E. Internal jugular vein"	"Answer: D

This is an exception-style question. External carotid artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Vertebral artery is a branch of :
A. Subclavian artery
B. Internal carotid artery
C. External carotid artery
D. Superficial temporal artery"	"Answer: A

This question concerns vascular anatomy. Subclavian artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Which of the following is a paired venous sinus of duramater ?
A. Cavernous sinus
B. Superior petrosal
C. Transverse sinus
D. All of the above"	"Answer: D

All of the above best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Hypophysis cerebri is supplied by
A. Internal carotid
B. External carotid
C. Maxillary artery
D. Facial artery"	"Answer: A

Internal carotid best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Which of the following is not correct ?
A. Right common carotid artery is a branch of brachiocephalic artery
B. Left common carotid artery is a branch of arch of aorta
C. The common carotid artery is divided into external and internal carotid arteries at level of upper border of thyroid cartilage
D. Carotid sinus acts as a chemoreceptor"	"Answer: D

This is an exception-style question. Carotid sinus acts as a chemoreceptor is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Occipital artery is a branch of :
A. Internal carotid artery
B. Posterior branch of external carotid
C. Medial branch of external carotid
D. Anterior branch of external carotid"	"Answer: B

This question concerns vascular anatomy. Posterior branch of external carotid is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"TMJ is supplied by :
A. Superficial temporal
B. Maxillary
C. Internal carotid
D. Both A and B"	"Answer: D

Both A and B best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"True about subclavian artery :
A. Principal artery of the upper limb
B. Right subclavian artery is a branch of brachiocephalic artery
C. Left subclavian artery is a branch of arch of aorta
D. Internal thoracic, vertebral and thyrocervical trunk are branches of subclavian artery
E. All of the above"	"Answer: E

This question concerns vascular anatomy. All of the above is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Which of the following is correct ?
A. Subclavian vein is a continuation of axillary vein
B. Internal jugular vein is a direct continuation of sigmoid sinus
C. Brachiocephalic vein is formed behind the sternoclavicular joint by the union of internal jugular vein and the subclavian vein
D. All of the above"	"Answer: D

All of the above best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Soft palate is supplied by :
A. Greater palatine artery
B. Ascending palatine artery
C. Ascending pharyngeal artery
D. All of the above"	"Answer: D

All of the above best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"The stage of deglutition, which is voluntary in nature is :
A. Stage - I
B. Stage - II
C. Stage - III
D. Satge I and Stage II"	"Answer: A

Stage - I best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Auditory tube is supplied by :
A. Ascending pharyngeal
B. Middle meningeal
C. Artery of pterygoid cannal
D. All of the above"	"Answer: D

All of the above best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"The maxillary vein accompanies :
A. First part of the maxillary artery
B. Second part of maxillary artery
C. Third part of maxillary artery
D. None of the above"	"Answer: A

This question concerns vascular anatomy. First part of the maxillary artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Superior vena cava is formed by :
A. Subclavian vein
B. Internal jugular vein
C. External jugular vein
D. Thoracic vein
E. Brachiocephalic vein"	"Answer: E

Brachiocephalic vein best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"What is not true for facial artery ?
A. Main source of blood supply to palatine tonsil
B. Supplies branches to upper and lower lips
C. Conveys post ganglionic sympathetic fibers to submandibular gland
D. Is a branch of internal carotid artery"	"Answer: D

This is an exception-style question. Is a branch of internal carotid artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and.html	2017-06-01	MCQs on Vascular Supply of  Head and Neck - Part 2
"Internal carotid artery at the bifurcation from the common carotid is :
A. Lateral to the external carotid
B. Medial to external carotid
C. Posterior to external carotid
D. Anterior to external carotid"	"Answer: A

This question concerns vascular anatomy. Lateral to the external carotid is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Foramen transversarium transmit :
A. Internal jugular vein
B. Inferior petrosal sinus
C. Sigmoid sinus
D. Vertebral artery"	"Answer: D

Vertebral artery corresponds to the anatomical landmark or relationship asked. It is the correct match for foramen transversarium transmit. The other options refer to different landmarks or bones."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"The cavernous sinus communicates directly with all except :
A. Inferior petrosal sinus
B. Pterygoid venous plexus
C. Veins in orbit
D. Sigmoid sinus and straight sinus"	"Answer: D

This is an exception-style question. Sigmoid sinus and straight sinus is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Middle thyroid vein drains into :
A. External jugular vein
B. Anterior jugular vein
C. Internal jugular vein
D. Brachiocephalic vein"	"Answer: C

This question concerns vascular anatomy. Internal jugular vein is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Ophthalmic artery is the branch of __________ part of internal carotid artery .
A. Intra cavernous
B. Intra petrous
C. Intra cerebral
D. Extra cranial"	"Answer: C

This question concerns vascular anatomy. Intra cerebral is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Artery palpable at the anterior border of masseter is :
A. Maxillary artery
B. Facial artery
C. Lingual artery
D. Superficial temporal artery"	"Answer: B

This question concerns vascular anatomy. Facial artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Anterior spinal artery is a branch of :
A. Internal carotid artery
B. Basilar artery
C. Vertebral artery
D. Labyrinthine artery"	"Answer: C

This question concerns vascular anatomy. Vertebral artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Blood supply of coronoid process of mandible is primarily from :
A. Inferior alveolar artery
B. Deep temporal artery
C. Facial artery
D. Middle meningeal artery"	"Answer: B

This tests neural supply. Deep temporal artery is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Dangerous area of the face is :
A. Above the line joining tragus to the nasal fold
B. Area drained by angular facial vein
C. Spheno-ethmoidal recess
D. All of the above"	"Answer: B

Area drained by angular facial vein best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Middle meningeal artery is a direct branch of :
A. External carotid artery
B. Internal maxillary artery
C. Superficial temporal artery
D. Middle cerebral artery"	"Answer: B

This question concerns vascular anatomy. Internal maxillary artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Posterior communicating artery is a branch of :
A. Middle cerebral artery
B. External carotid artery
C. Internal carotid artery
D. Ophthalmic artery"	"Answer: C

This question concerns vascular anatomy. Internal carotid artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
